,cusip no,issuer name,price,shares,currency,market valuation,price USD
1813,76680V 10 8,RING ENERGY INC COM,315.29,5776,EUR,1821115.04,346.73
1814,767292 10 5,RIOT PLATFORMS INC COM,210.22,12540,USD,2636158.8,210.22
1815,767744 10 5,RITCHIE BROS AUCTIONEERS COM,179.2,1216,EUR,217907.19999999998,197.07
1816,767754 87 2,RITE AID CORP COM,123.1,8573,USD,1055336.3,123.1
1817,76881Y 10 9,RIVERNORTH OPPORTUNITIES FD COM,63.88,8320,USD,531481.6,63.88
1818,76882B 10 8,RIVERNORTH CAP AND INCM FD I COM,84.99,3675,USD,312338.25,84.99
1819,76882G 10 7,RIVERNORTH DOUBLELINE STRATE COM,345.41,3486,USD,1204099.26,345.41
1820,76882H 10 5,RIVERNORTH MANAGED DUR MUN I COM,45.09,10292,EUR,464066.28,49.59
1821,76882M 10 4,RIVERNORTH MANAGED DUR MUN I COM,32.5,11029,EUR,358442.5,35.74
1822,76883F 10 8,RIVERNORTH OPPORTUNISTIC MUN COM,201.59,3766,USD,759187.9400000001,201.59
1823,76883H 10 4,RIVERNORTH FLEXIBLE MUN INCO COM,349.56,13384,USD,4678511.04,349.56
1824,76883Y 10 7,RIVERNORTH FLEXIBLE MUNI INC COM,233.8,6260,EUR,1463588.0,257.12
1825,775133 10 1,ROGERS CORP COM,265.01,4760,USD,1261447.5999999999,265.01
1826,775711 10 4,ROLLINS INC COM,113.97,13862,EUR,1579852.14,125.34
1827,77634L 10 5,R1 RCM INC COM,101.82,5175,USD,526918.5,101.82
1828,776696 10 6,ROPER TECHNOLOGIES INC COM,312.07,7021,EUR,2191043.4699999997,343.19
1829,778296 10 3,ROSS STORES INC COM,311.84,12183,EUR,3799146.7199999997,342.94
1830,77867P 10 4,ROTH CH ACQUISITION IV CO COM,33.78,9560,EUR,322936.8,37.15
1831,77867R 10 0,ROTH CH ACQUISITION V CO COM,133.52,2101,EUR,280525.52,146.84
1832,78645L 10 0,SAFEHOLD INC COM,94.02,7123,USD,669704.46,94.02
1833,78646V 10 7,SAFEHOLD INC COM,334.76,10912,EUR,3652901.12,368.15
1834,78648T 10 0,SAFETY INS GROUP INC COM,291.27,5980,USD,1741794.5999999999,291.27
1835,78667J 10 8,SAGE THERAPEUTICS COM,244.87,7010,EUR,1716538.7,269.29
1836,78709Y 10 5,SAIA INC COM,33.2,5418,EUR,179877.6,36.51
1837,790148 10 0,ST JOE CO COM,338.8,14264,EUR,4832643.2,372.59
1838,79466L 30 2,SALESFORCE COM,160.63,6706,EUR,1077184.78,176.65
1839,80359A 10 6,SARCOS TECHN AND ROBOTICS COM,261.95,6196,USD,1623042.2,261.95
1840,803607 10 0,SAREPTA THERAPEUTICS INC COM,195.6,12695,USD,2483142.0,195.6
1841,80405P 10 7,SATSUMA PHARMACEUTICALS COM,340.55,296,EUR,100802.8,374.51
1842,804395 10 1,SAUL CTRS INC COM,105.23,10432,USD,1097759.36,105.23
1843,805111 10 1,SAVARA INC COM,105.79,12947,EUR,1369663.1300000001,116.34
1844,80512Q 30 3,SAVE FOODS INC COM,122.6,9133,EUR,1119705.8,134.83
1845,80706P 10 3,SCHOLAR ROCK HLDG CORP COM,291.46,12740,USD,3713200.4,291.46
1846,807066 10 5,SCHOLASTIC CORP COM,106.89,6173,EUR,659831.97,117.55
1847,80810D 10 3,SCHRODINGER INC COM,15.21,2939,EUR,44702.19,16.73
1848,808513 10 5,SCHWAB COM,294.56,5425,EUR,1597988.0,323.94
1849,808625 10 7,SCIENCE COM,187.21,7336,USD,1373372.56,187.21
1850,80874P 10 9,LIGHT & WONDER INC COM,308.23,6709,EUR,2067915.07,338.97
1851,80880W 10 6,SCILEX HOLDING CO COM,144.05,5112,EUR,736383.6000000001,158.42
1852,810648 10 5,SCPHARMACEUTICALS INC COM,291.16,2733,EUR,795740.28,320.2
1853,811543 10 7,SEABOARD CORP DEL COM,270.2,7440,USD,2010288.0,270.2
1854,811699 10 7,SEACHANGE INTL INC COM,154.49,12432,EUR,1920619.6800000002,169.9
1855,81181C 10 4,SEAGEN INC COM,257.35,14500,EUR,3731575.0000000005,283.02
1856,811916 10 5,SEABRIDGE GOLD INC COM,40.02,1780,USD,71235.6,40.02
1857,81211K 10 0,SEALED AIR CORP NEW COM,188.38,5093,USD,959419.34,188.38
1858,81255T 10 8,SEASPINE COM,121.77,7823,EUR,952606.71,133.91
1859,81282V 10 0,SEAWORLD COM,39.92,2778,EUR,110897.76000000001,43.9
1860,81577F 10 9,SEELOS THERAPEUTICS INC COM,92.19,3989,USD,367745.91,92.19
1861,81619Q 10 5,SELECT MED HLDGS CORP COM,222.27,8751,USD,1945084.77,222.27
1862,816212 10 4,SELECTA BIOSCIENCES INC COM,239.07,14820,EUR,3543017.4,262.91
1863,816300 10 7,SELECTIVE INS GROUP INC COM,298.98,3892,USD,1163630.1600000001,298.98
1864,816307 30 0,SELECTQUOTE INC COM,208.84,9960,USD,2080046.4000000001,208.84
1865,816850 10 1,SEMTECH COM,343.66,6668,USD,2291524.8800000004,343.66
1866,816851 10 9,SEMPRA COM,246.47,3302,USD,813843.94,246.47
1867,81720R 40 6,SENESTECH INC COM,14.14,4001,USD,56574.14,14.14
1868,81725T 10 0,SENSIENT TECHNOLOGIES CORP COM,282.35,9105,USD,2570796.75,282.35
1869,81726A 10 0,SENTI BIOSCIENCES INC COM,7.2,5907,USD,42530.4,7.2
1870,82024L 10 3,SHATTUCK LABS INC COM,49.95,13059,USD,652297.05,49.95
1871,82312B 10 6,SHENANDOAH TELECOMMUNICATION COM,320.29,3796,EUR,1215820.84,352.23
1872,824348 10 6,SHERWIN WILLIAMS CO COM,312.12,4924,USD,1536878.8800000001,312.12
1873,824567 30 9,SHINECO INC COM,230.47,9188,EUR,2117558.36,253.45
1874,824889 10 9,SHOE CARNIVAL INC COM,132.57,5964,EUR,790647.48,145.79
1875,82489T 10 4,SHOCKWAVE MED INC COM,16.02,2376,USD,38063.52,16.02
1876,825107 10 5,SHORE BANCSHARES INC COM,147.1,3933,USD,578544.2999999999,147.1
1877,82536T 10 7,SHOTSPOTTER INC COM,136.31,11485,EUR,1565520.35,149.9
1878,825690 10 0,SHUTTERSTOCK COM,96.28,6202,USD,597128.56,96.28
1879,825698 10 3,SHYFT COM,183.43,2443,EUR,448119.49,201.72
1880,825704 10 9,SI-BONE COM,57.55,12349,EUR,710684.95,63.29
1881,826176 10 9,SIEBERT COM,140.64,7094,USD,997700.1599999999,140.64
1882,82620P 10 2,SIERRA COM,335.23,7451,EUR,2497798.73,368.66
1883,82621J 10 5,SIENTRA COM,348.45,4730,EUR,1648168.5,383.2
1884,82621J 20 4,SIENTRA COM,280.16,4630,USD,1297140.8,280.16
1885,826516 10 6,SIERRA COM,159.84,2269,EUR,362676.96,175.78
1886,82657L 10 7,SIGILON THERAPEUTICS INC COM,251.1,8008,USD,2010808.8,251.1
1887,82657M 10 5,SIGHT SCIENCES INC COM,322.11,11094,EUR,3573488.3400000003,354.23
1888,826598 50 0,SIGMA ADDITIVE SOLUTIONS INC COM,275.43,7699,EUR,2120535.57,302.9
1889,826599 10 2,SIGMA LITHIUM CORPORATION COM,57.05,10441,USD,595659.0499999999,57.05
1890,82669G 10 4,SIGNATURE BK NEW YORK COM,72.17,6939,EUR,500787.63,79.37
1891,826917 10 6,SIGA TECHNOLOGIES INC COM,348.83,4118,USD,1436481.94,348.83
1892,826919 10 2,SILICON LABORATORIES INC COM,123.48,6890,USD,850777.2000000001,123.48
1893,827048 10 9,SILGAN HLDGS INC COM,75.14,3658,EUR,274862.12,82.63
1894,82710M 10 0,SILK RD MED INC COM,266.79,1685,EUR,449541.15,293.4
1895,828174 10 2,SILVER SPIKE INVESTMENT COM,288.14,9326,EUR,2687193.6399999997,316.88
1896,82835P 10 3,SILVERCORP METALS INC COM,71.49,12332,USD,881614.6799999999,71.49
1897,82835W 10 8,ARS PHARMACEUTICALS INC COM,195.67,6898,EUR,1349731.66,215.18
1898,82836G 10 2,SILVERBOW RES INC COM,245.17,4819,EUR,1181474.23,269.62
1899,828363 10 1,SILVERCREST METALS INC COM,234.64,901,USD,211410.63999999998,234.64
1900,828806 10 9,SIMON PPTY GROUP INC NEW COM,275.32,4473,USD,1231506.3599999999,275.32
1901,82900L 10 2,SIMPLY GOOD FOODS COM,296.54,6255,USD,1854857.7000000002,296.54
1902,829073 10 5,SIMPSON MFG INC COM,201.0,8351,EUR,1678551.0,221.05
1903,829214 10 5,SIMULATIONS PLUS COM,346.5,9691,EUR,3357931.5,381.06
1904,82933R 10 0,SINGULAR GENOMICS SYSTEMS IN COM,199.05,4804,EUR,956236.2000000001,218.9
1905,829399 10 4,SIO GENE THERAPIES INC COM,19.56,6266,EUR,122562.95999999999,21.51
1906,82968B 10 3,SIRIUS XM HOLDINGS INC COM,144.37,12321,USD,1778782.77,144.37
1907,82981J 10 9,SITE CTRS CORP COM,87.19,7171,USD,625239.49,87.19
1908,82982L 10 3,SITEONE LANDSCAPE SUPPLY COM,295.44,2817,EUR,832254.48,324.9
1909,82982T 10 6,SITIME CORP COM,332.5,11497,EUR,3822752.5,365.66
1910,83001A 10 2,SIX FLAGS ENTMT CORP NEW COM,47.09,10598,USD,499059.82000000007,47.09
1911,83012A 10 9,SIXTH STREET SPECIALTY LENDI COM,118.56,11841,USD,1403868.96,118.56
1912,83056P 71 5,SKEENA RES LTD NEW COM,60.56,509,USD,30825.04,60.56
1913,83067L 10 9,SKILLZ INC COM,212.81,1470,EUR,312830.7,234.03
1914,830830 10 5,SKYLINE CHAMPION CORPORATION COM,295.27,13727,EUR,4053171.2899999996,324.72
1915,830879 10 2,SKYWEST INC COM,187.11,9282,EUR,1736755.02,205.77
1916,83088M 10 2,SKYWORKS SOLUTIONS INC COM,336.06,2616,EUR,879132.96,369.57
1917,83370P 10 2,SOCIETY PASS INC COM,323.29,10916,EUR,3529033.64,355.53
1918,83406F 10 2,SOFI TECHNOLOGIES INC COM,32.72,8100,EUR,265032.0,35.98
1919,83413U 10 0,SLR INVESTMENT CORP COM,61.2,11854,EUR,725464.8,67.3
1920,83417M 10 4,SOLAREDGE TECHNOLOGIES INC COM,92.17,5281,USD,486749.77,92.17
1921,83545R 20 7,SONIC FDRY INC COM,320.69,10902,USD,3496162.38,320.69
1922,83548F 20 0,SONIM TECHNOLOGIES INC COM,173.31,734,EUR,127209.54000000001,190.59
1923,83548R 20 4,SONNET BIOTHERAPEUTC HLDNG COM,185.28,11524,USD,2135166.72,185.28
1924,835483 10 8,SONO TEK CORP COM,176.21,8679,USD,1529326.59,176.21
1925,835495 10 2,SONOCO PRODS CO COM,89.09,1913,USD,170429.17,89.09
1926,84741T 10 4,SPECIAL OPPORTUNITIES FD INC COM,335.4,5397,USD,1810153.7999999998,335.4
1927,84763A 10 8,SPECTRUM PHARMACEUTICALS INC COM,138.88,7872,USD,1093263.3599999999,138.88
1928,84790A 10 5,SPECTRUM BRANDS HLDGS INC NE COM,47.46,9005,USD,427377.3,47.46
1929,84833T 10 3,SPERO THERAPEUTICS INC COM,64.97,9193,USD,597269.21,64.97
1930,84841L 30 8,SPHERE 3D CORP NEW COM,2.16,8211,USD,17735.760000000002,2.16
1931,84857L 10 1,SPIRE INC COM,230.71,3091,USD,713124.61,230.71
1932,848577 10 2,SPIRIT AIRLS INC COM,93.87,1289,USD,120998.43000000001,93.87
1933,84921J 10 8,SPORTSMAP COM,198.26,7714,USD,1529377.64,198.26
1934,85205L 10 7,SPRINGWORKS THERAPEUTICS INC COM,136.67,9366,EUR,1280051.22,150.3
1935,85205U 10 7,SPRINGWATER SPL SITUATIONS C COM,205.27,9173,USD,1882941.7100000002,205.27
1936,860372 10 1,STEWART INFORMATION SVCS COM,290.59,12473,EUR,3624529.07,319.57
1937,860630 10 2,STIFEL FINL CORP COM,281.61,2446,USD,688818.06,281.61
1938,86150R 10 7,STOKE COM,131.27,11954,EUR,1569201.58,144.36
1939,863111 10 0,STRATTEC SEC CORP COM,322.96,5172,EUR,1670349.1199999999,355.17
1940,863182 10 1,STRAWBERRY FIELDS REIT INC COM,71.72,60,USD,4303.2,71.72
1941,86323X 10 6,STREAMLINE HEALTH SOLUTIONS COM,324.41,327,EUR,106082.07,356.76
1942,86333M 10 8,STRIDE INC COM,345.89,7828,USD,2707626.92,345.89
1943,863667 10 1,STRYKER CORPORATION COM,294.55,2257,USD,664799.35,294.55
1944,864159 10 8,STURM RUGER & CO INC COM,342.59,11740,USD,4022006.5999999996,342.59
1945,86606G 10 1,SUMMIT FINL GROUP INC COM,112.3,5633,USD,632585.9,112.3
1946,866082 10 0,SUMMIT HOTEL PPTYS INC COM,214.62,10007,USD,2147702.34,214.62
1947,866264 20 3,SUMMIT ST BK SANTA ROSA CALI COM,243.48,12648,EUR,3079535.04,267.76
1948,86627T 10 8,SUMMIT THERAPEUTICS INC COM,271.77,9969,EUR,2709275.13,298.87
1949,867652 40 6,SUNPOWER CORP COM,292.65,936,EUR,273920.39999999997,321.84
1950,86771W 10 5,SUNRUN INC COM,32.36,8062,EUR,260886.32,35.59
1951,867892 10 1,SUNSTONE HOTEL INVS INC NEW COM,310.48,103,USD,31979.440000000002,310.48
1952,86800U 10 4,SUPER MICRO COMPUTER INC COM,16.52,1366,USD,22566.32,16.52
1953,86804F 20 2,SUPER LEAGUE GAMING INC COM,104.79,12756,EUR,1336701.24,115.24
1954,868153 10 7,SUPERIOR DRILLING PRODS INC COM,8.31,14967,USD,124375.77,8.31
1955,868168 10 5,SUPERIOR INDS INTL INC COM,45.13,4082,USD,184220.66,45.13
1956,868358 10 2,SUPERIOR GROUP OF CO INC COM,183.23,10786,EUR,1976318.7799999998,201.5
1957,868459 10 8,SUPERNUS PHARMACEUTICALS INC COM,245.19,14443,EUR,3541279.17,269.64
1958,86877M 20 9,SURFACE ONCOLOGY INC COM,275.85,1212,USD,334330.2,275.85
1959,86881A 10 0,SURGERY PARTNERS INC COM,265.68,18,USD,4782.24,265.68
1960,868873 10 0,SURMODICS INC COM,6.32,6462,EUR,40839.840000000004,6.95
1961,869367 10 2,SUTRO BIOPHARMA COM,239.07,977,EUR,233571.38999999998,262.91
1962,870875 10 1,SWISS HELVETIA COM,45.61,7141,EUR,325701.01,50.16
1963,871565 10 7,ASCENT INDUSTRIES CO COM,274.78,4320,USD,1187049.5999999999,274.78
1964,87157B 10 3,SYNCHRONOSS TECHNOLOGIES INC COM,214.74,14525,EUR,3119098.5,236.16
1965,87157D 10 9,SYNAPTICS INC COM,61.3,6473,USD,396794.89999999997,61.3
1966,871607 10 7,SYNOPSYS INC COM,206.04,2163,EUR,445664.51999999996,226.59
1967,87162W 10 0,TD SYNNEX CORPORATION COM,124.39,12402,USD,1542684.78,124.39
1968,87164F 10 5,SYNDAX PHARMACEUTICALS INC COM,199.2,10370,EUR,2065703.9999999998,219.07
1969,87165B 10 3,SYNCHRONY COM,89.35,3393,USD,303164.55,89.35
1970,874036 10 6,TAIWAN FD INC COM,85.38,3248,USD,277314.24,85.38
1971,874054 10 9,TAKE-TWO INTERACTIVE SOFTWAR COM,73.33,7770,USD,569774.1,73.33
1972,87410C 10 4,TALARIS THERAPEUTICS INC COM,291.34,10654,EUR,3103936.36,320.4
1973,87538X 10 5,TANDY LEATHER FACTORY INC COM,317.23,4476,USD,1419921.48,317.23
1974,875465 10 6,TANGER COM,23.67,11715,EUR,277294.05000000005,26.03
1975,,,24.61,14121,EUR,347517.81,27.06
1976,876030 10 7,TAPESTRY INC COM,324.03,8336,USD,2701114.0799999996,324.03
1977,87612E 10 6,TARGET CORP COM,236.3,9628,EUR,2275096.4,259.87
1978,87612G 10 1,TARGA RES CORP COM,181.77,6022,USD,1094618.9400000002,181.77
1979,87615L 10 7,TARGET HOSPITALITY CORP COM,34.59,209,EUR,7229.31,38.04
1980,87650L 10 3,TARSUS PHARMACEUTICALS COM,235.46,2294,USD,540145.24,235.46
1981,876511 10 6,TASEKO MINES LTD COM,228.75,6674,EUR,1526677.5,251.56
1982,87901J 10 5,TEGNA COM,157.36,10335,USD,1626315.6,157.36
1983,879080 10 9,TEJON COM,254.51,8503,EUR,2164098.53,279.89
1984,87968A 10 4,TELLURIAN INC NEW COM,87.77,2553,USD,224076.81,87.77
1985,87969B 10 1,TELOS CORP MD COM,58.12,1457,USD,84680.84,58.12
1986,87971M 10 3,TELUS CORPORATION COM,46.8,7101,USD,332326.8,46.8
1987,87990A 10 6,TENAYA THERAPEUTICS COM,59.63,8705,USD,519079.15,59.63
1988,880191 10 1,TEMPLETON EMERGING MKTS FD COM,167.72,8016,USD,1344443.52,167.72
1989,880192 10 9,TEMPLETON EMERGING MKTS INCO COM,316.14,2598,USD,821331.72,316.14
1990,880198 10 6,TEMPLETON GLOBAL INCOME FD COM,310.58,3233,USD,1004105.1399999999,310.58
1991,88023U 10 1,TEMPUR SEALY INTL INC COM,99.16,2591,USD,256923.56,99.16
1992,88024M 10 8,TEMPO AUTOMATION HOLDINGS IN COM,158.09,13106,EUR,2071927.54,173.86
1993,88025T 10 2,TENABLE HLDGS INC COM,76.12,7675,USD,584221.0,76.12
1994,88105P 10 3,TERRAN ORBITAL CORPORATION COM,20.83,14975,USD,311929.25,20.83
1995,88145X 10 8,TERRITORIAL BANCORP INC COM,261.11,2520,EUR,657997.2000000001,287.15
1996,88146M 10 1,TERRENO RLTY CORP COM,35.02,4502,USD,157660.04,35.02
1997,88160R 10 1,TESLA INC COM,341.66,13643,EUR,4661267.38,375.73
1998,88162F 10 5,TETRA TECHNOLOGIES INC DEL COM,100.04,6758,USD,676070.3200000001,100.04
1999,88162G 10 3,TETRA TECH INC NEW COM,107.17,1431,EUR,153360.27,117.86
2000,88224Q 10 7,TEXAS CAP BANCSHARES INC COM,38.71,2141,USD,82878.11,38.71
2001,88231Q 10 8,TEXAS COMMUNITY BANCSHARES I COM,109.18,9628,EUR,1051185.04,120.07
2002,882508 10 4,TEXAS INSTRS INC COM,19.08,5426,EUR,103528.07999999999,20.98
2003,88262P 10 2,TEXAS PACIFIC LAND CORPORATI COM,256.11,11571,USD,2963448.81,256.11
2004,882681 10 9,TEXAS ROADHOUSE INC COM,280.1,14661,USD,4106546.1000000006,280.1
2005,883203 10 1,TEXTRON INC COM,40.84,12692,USD,518341.28,40.84
2006,88322Q 10 8,TG THERAPEUTICS INC COM,248.79,10785,USD,2683200.15,248.79
2007,88337F 10 5,THE ODP CORP COM,335.71,14062,EUR,4720754.02,369.19
2008,88338H 10 0,THERATECHNOLOGIES INC COM,318.88,11043,EUR,3521391.84,350.68
2009,88338K 10 3,THE ONE GROUP HOSPITALITY COM,338.29,5608,EUR,1897130.32,372.03
2010,88339P 10 1,THE REALREAL INC COM,195.74,11920,USD,2333220.8000000003,195.74
2011,88340B 10 9,THE VERY GOOD FOOD CO INC COM,137.18,12177,EUR,1670440.86,150.86
2012,883556 10 2,THERMO FISHER SCIENTIFIC COM,213.46,9171,USD,1957641.6600000001,213.46
2013,88362T 10 3,THERMON GROUP HLDGS INC COM,63.82,8244,EUR,526132.08,70.18
2014,88369M 10 1,THESEUS PHARMACEUTICALS COM,57.38,744,USD,42690.72,57.38
2015,88422P 10 9,THIRD COAST BANCSHARES I COM,86.74,4340,EUR,376451.6,95.39
2016,88427A 10 7,THIRD HARMONIC BIO INC COM,141.71,11830,EUR,1676429.3,155.84
2017,885160 10 1,THOR INDS INC COM,195.97,307,EUR,60162.79,215.51
2018,885213 10 8,THORNBURG INCM BUILDER OPP COM,265.51,665,USD,176564.15,265.51
2019,885260 10 9,THORNE HEALTHTECH INC COM,9.05,1281,EUR,11593.050000000001,9.95
2020,88546E 10 5,THOUGHTWORKS HOLDING INC COM,282.31,345,EUR,97396.95,310.46
2021,88579Y 10 1,3M CO COM,335.59,3876,USD,1300746.8399999999,335.59
2022,88583P 10 4,374WATER INC COM,82.83,8132,EUR,673573.5599999999,91.09
2023,887399 10 3,TIMKENSTEEL CORPORATION COM,257.77,9333,USD,2405767.4099999997,257.77
2024,88822Q 10 3,TIPTREE INC COM,111.73,5599,USD,625576.27,111.73
2025,88830M 10 2,TITAN INTL INC ILL COM,121.1,14666,EUR,1776052.5999999999,133.18
2026,88830R 10 1,TITAN MACHY INC COM,242.07,2420,EUR,585809.4,266.21
2027,890110 10 9,TOMPKINS COM,4.5,9189,USD,41350.5,4.5
2028,890516 10 7,TOOTSIE ROLL INDS INC COM,295.25,9474,EUR,2797198.5,324.69
2029,89055F 10 3,TOPBUILD CORP COM,97.37,10445,USD,1017029.65,97.37
2030,891092 10 8,TORO CO COM,6.87,2363,USD,16233.81,6.87
2031,89142B 10 7,TORRID HLDGS INC COM,272.64,3256,EUR,887715.84,299.83
2032,89147L 88 6,TORTOISE ENERGY INFRA CORP COM,102.87,4807,EUR,494496.09,113.13
2033,89147X 10 4,TORTOISE PWR & ENERGY INFRAS COM,141.65,3964,EUR,561500.6,155.78
2034,89148B 20 0,TORTOISE MIDSTRM ENERGY FD I COM,215.92,3912,EUR,844679.0399999999,237.45
2035,89148H 20 7,TORTOISE PIPELINE & ENERGY F COM,90.33,6816,EUR,615689.28,99.34
2036,89148K 20 0,TORTOISE ENERGY INDEPENDENC COM,130.91,985,USD,128946.34999999999,130.91
2037,89157G 88 4,TOUGHBUILT COM,117.38,12204,USD,1432505.52,117.38
2038,89214P 10 9,TOWNEBANK PORTSMOUTH VA COM,1.67,6503,USD,10860.01,1.67
2039,892356 10 6,TRACTOR SUPPLY CO COM,328.82,12912,USD,4245723.84,328.82
2040,89268A 10 7,TRADEUP ACQUISITION CORP COM,291.7,5221,EUR,1522965.7,320.79
2041,892918 10 3,TRANSACT TECHNOLOGIES INC COM,101.44,4015,USD,407281.6,101.44
2042,893529 10 7,TRANSCAT INC COM,291.6,14576,USD,4250361.600000001,291.6
2043,89357L 10 5,TRANSCODE THERAPEUTICS INC COM,259.22,11436,USD,2964439.9200000004,259.22
2044,893641 10 0,TRANSDIGM GROUP INC COM,35.94,5008,USD,179987.52,35.94
2045,89377M 10 9,TRANSMEDICS GROUP INC COM,252.93,10771,EUR,2724309.0300000003,278.15
2046,89386L 10 0,TRANSPHORM INC COM,298.39,5715,EUR,1705298.8499999999,328.15
2047,89400J 10 7,TRANSUNION COM,297.07,11556,USD,3432940.92,297.07
2048,894164 10 2,TRAVEL PLUS LEISURE CO COM,110.5,8207,EUR,906873.5,121.52
2049,89417E 10 9,TRAVELERS COMPANIES INC COM,182.2,13032,EUR,2374430.4,200.37
2050,89677Y 10 0,TRIPLEPOINT VENTURE GROWTH COM,110.99,10588,EUR,1175162.1199999999,122.06
2051,89679E 30 0,TRIUMPH FINANCIAL INC COM,319.34,1848,EUR,590140.32,351.19
2052,89679M 10 4,TRIPLE FLAG PRECIOUS METAL COM,122.74,8545,USD,1048813.3,122.74
2053,896818 10 1,TRIUMPH GROUP INC NEW COM,179.36,12313,EUR,2208459.68,197.25
2054,89689F 30 5,TROIKA MEDIA COM,141.33,751,EUR,106138.83000000002,155.42
2055,896945 20 1,TRIPADVISOR COM,193.79,14624,USD,2833984.96,193.79
2056,89785L 10 7,TRUECAR INC COM,53.8,5394,EUR,290197.2,59.17
2057,89785X 10 1,TRUEBLUE INC COM,180.63,13971,USD,2523581.73,180.63
2058,898202 10 6,TRUPANION INC COM,119.02,6476,EUR,770773.52,130.89
2059,89832Q 10 9,TRUIST FINL CORP COM,47.44,2071,EUR,98248.23999999999,52.17
2060,898402 10 2,TRUSTMARK CORP COM,5.1,12327,USD,62867.7,5.1
2061,89854H 10 2,TTEC HLDGS INC COM,315.85,12391,EUR,3913697.35,347.35
2062,89854M 10 1,TSCAN THERAPEUTICS COM,71.6,10194,EUR,729890.3999999999,78.74
2063,899896 10 4,TUPPERWARE BRANDS CORP COM,301.54,3240,EUR,976989.6000000001,331.61
2064,90041L 10 5,TURNING PT BRANDS INC COM,324.52,7007,EUR,2273911.6399999997,356.88
2065,901109 10 8,TUTOR PERINI CORP COM,112.27,3798,EUR,426401.45999999996,123.47
2066,90137F 10 3,22ND CENTY GROUP INC COM,275.85,9393,EUR,2591059.0500000003,303.36
2067,90184D 10 0,TWIST BIOSCIENCE CORP COM,56.73,2292,USD,130025.15999999999,56.73
2068,90187B 80 4,TWO HBRS INVT CORP COM,146.26,6754,EUR,987840.0399999999,160.85
2069,90214J 10 1,2U COM,226.8,5920,USD,1342656.0,226.8
2070,90346E 10 3,U S SILICA HLDGS I COM,26.31,11763,EUR,309484.52999999997,28.93
2071,90353T 10 0,UBER TECHNOLOGIES COM,88.19,3852,EUR,339707.88,96.99
2072,90353W 10 3,UBIQUITI INC COM,110.86,1066,EUR,118176.76,121.92
2073,90384S 30 3,ULTA BEAUTY COM,164.75,3261,USD,537249.75,164.75
2074,90385V 10 7,ULTRA CLEAN COM,147.89,7122,USD,1053272.5799999998,147.89
2075,903899 10 2,ULTRALIFE CORP COM,66.34,9394,USD,623197.9600000001,66.34
2076,90400D 10 8,ULTRAGENYX PHARMACEUTICAL COM,16.4,5156,EUR,84558.4,18.04
2077,904214 10 3,UMPQUA HLDGS CORP COM,345.3,14324,EUR,4946077.2,379.74
2078,907818 10 8,UNION COM,138.34,69,USD,9545.460000000001,138.34
2079,90915J 10 3,UNIQUE COM,268.07,917,USD,245820.19,268.07
2080,90984P 30 3,UNITED COM,70.15,2591,EUR,181758.65000000002,77.15
2081,909907 10 7,UNITED COM,112.81,4820,EUR,543744.2,124.06
2082,909911 10 9,UNITED COM,310.22,11528,USD,3576216.16,310.22
2083,910047 10 9,UNITED COM,141.07,1544,EUR,217812.08,155.14
2084,910340 10 8,UNITED COM,253.45,4679,EUR,1185892.55,278.73
2085,910571 10 8,UNITED COM,161.02,8498,EUR,1368347.9600000002,177.08
2086,910710 10 2,UNITED COM,51.75,13876,EUR,718083.0,56.91
2087,911163 10 3,UNITED COM,296.36,2531,EUR,750087.16,325.92
2088,912909 10 8,UNITED STATES STL CORP NEW COM,299.31,14310,EUR,4283126.1,329.16
2089,91307C 10 2,UNITED THERAPEUTICS CORP DEL COM,76.98,12884,EUR,991810.3200000001,84.66
2090,91324P 10 2,UNITEDHEALTH GROUP INC COM,238.95,3338,EUR,797615.1,262.78
2091,91325V 10 8,UNITI GROUP INC COM,48.16,9511,EUR,458049.75999999995,52.96
2092,913259 10 7,UNITIL CORP COM,269.28,644,USD,173416.31999999998,269.28
2093,913290 10 2,UNITY BANCORP INC COM,194.44,6775,EUR,1317331.0,213.83
2094,91332U 10 1,UNITY SOFTWARE INC COM,300.55,1149,USD,345331.95,300.55
2095,913456 10 9,UNIVERSAL CORP VA COM,193.84,14330,EUR,2777727.2,213.17
2096,91347P 10 5,UNIVERSAL DISPLAY CORP COM,182.19,4886,USD,890180.34,182.19
2097,913483 10 3,UNIVERSAL ELECTRS INC COM,115.19,9557,USD,1100870.83,115.19
2098,91359V 10 7,UNIVERSAL INS HLDGS INC COM,107.86,6418,USD,692245.48,107.86
2099,913837 10 0,UNIVERSAL STAINLESS & ALLOY COM,300.15,3540,USD,1062531.0,300.15
2100,91388P 10 5,UNIVERSAL LOGISTICS HLDGS IN COM,220.49,7267,EUR,1602300.83,242.48
2101,913915 10 4,UNIVERSAL TECHNICAL INST INC COM,219.6,14172,USD,3112171.1999999997,219.6
2102,915271 10 0,UNIVEST FINANCIAL CORPORATIO COM,248.58,2806,EUR,697515.48,273.37
2103,918284 10 0,VSE COM,4.09,10455,EUR,42760.95,4.5
2104,918640 10 3,VACCINEX INC COM,294.63,1135,USD,334405.05,294.63
2105,92764N 10 2,VIR BIOTECHNOLOGY INC COM,282.14,13656,USD,3852903.84,282.14
2106,92765F 10 8,VIRACTA THERAPEUTICS COM,259.74,8930,EUR,2319478.2,285.64
